row ID,row m/z,row retention time,20220504_groupB_DBGI_01_08_01.mzML Peak area,20220504_groupB_DBGI_01_08_02.mzML Peak area,20220504_groupB_DBGI_01_08_03.mzML Peak area,20220504_groupB_DBGI_01_08_04.mzML Peak area,20220504_groupB_DBGI_01_08_05.mzML Peak area,20220504_groupB_DBGI_01_08_06.mzML Peak area,20220504_groupB_DBGI_01_08_07.mzML Peak area,20220504_groupB_DBGI_01_08_08.mzML Peak area,20220504_groupB_DBGI_01_08_09.mzML Peak area,20220504_groupB_DBGI_01_08_10.mzML Peak area,20220504_groupB_DBGI_01_08_11.mzML Peak area,20220504_groupB_DBGI_01_08_12.mzML Peak area,20220504_groupB_DBGI_01_08_13.mzML Peak area,20220504_groupB_DBGI_01_08_14.mzML Peak area,20220504_groupB_DBGI_01_08_15.mzML Peak area,20220504_groupB_DBGI_01_08_B.mzML Peak area,
762,974.5316162109375,3.0152836,0,0,0,0,0,4373418.062439009,0,0,0,0,0,0,0,0,0,0,
763,247.17660217285157,0.41219051999999995,0,0,0,0,0,1.6267170396248056E7,0,3.73045986588115E7,1.3488703349607812E7,0,0,0,1790104.1507412852,0,4169256.023681832,0,
764,812.4788818359375,3.75617,0,0,0,0,0,2530589.3189693284,0,0,0,0,0,0,0,0,0,0,
765,825.4758911132812,5.0931197,0,0,0,0,0,2478412.7011474413,0,0,0,0,0,0,0,0,0,0,
766,463.08738708496094,2.2274901666666667,0,0,0,0,0,1755105.4905354348,0,0,0,1175354.4761322187,0,0,0,8620476.348519906,0,0,
767,491.1186218261719,1.9764855,0,0,0,0,0,1435975.9097219913,0,0,0,0,0,0,0,0,0,0,
768,240.86631774902344,0.39854201499999997,0,0,0,0,0,1765770.9222706791,0,7776246.23941294,0,0,0,0,0,0,0,0,
769,156.04217529296875,0.92583343,0,0,0,0,0,6798837.162976663,0,0,0,0,0,0,0,0,0,0,
771,780.5535278320312,6.0602984,0,0,0,0,0,3695516.5109979203,0,0,0,0,0,0,0,0,0,0,
772,104.10738754272461,1.3092439,0,0,0,0,0,2913310.000210688,0,0,0,0,0,0,0,0,0,0,
774,164.0740203857422,0.721753,0,0,0,0,0,3709557.6958173728,0,0,0,0,0,0,0,0,0,0,
775,141.91281127929688,0.39409834499999996,0,0,0,0,0,1045319.7542286667,0,3891874.1705901492,0,0,0,0,0,0,0,0,
778,220.04478454589844,1.209035,0,0,0,0,0,825470.0055198732,0,0,0,0,0,0,0,0,0,0,
783,140.1182098388672,7.057566700000001,0,0,0,0,0,1641840.2054365342,0,0,0,1367296.9342036934,0,0,0,0,0,0,
786,382.1133117675781,1.9033984,0,0,0,0,0,0,5.261702514935761E7,0,0,0,0,0,0,0,0,0,
787,366.1184997558594,2.4560588,0,0,0,0,0,0,9197601.507173881,0,0,0,0,0,0,0,0,0,
788,209.11732482910156,1.7081306,0,0,0,0,0,0,8609702.872164838,0,0,0,0,0,0,0,0,0,
789,165.05465698242188,1.9033984,0,0,0,0,0,0,1.6201613839101993E7,0,0,0,0,0,0,0,0,0,
790,400.1239776611328,1.7502696,0,0,0,0,0,0,9191170.69262306,0,0,0,0,0,0,0,0,0,
791,385.185791015625,1.7081306,0,0,0,0,0,0,8888068.07444839,0,0,0,0,0,0,0,0,0,
792,410.14463806152344,1.9033984,0,0,0,0,0,0,5398550.926349518,0,0,0,0,0,0,0,0,0,
793,353.2687683105469,4.4334921,0,0,0,0,0,0,3716830.4582268056,0,0,0,0,0,0,0,0,0,
794,532.3485107421875,4.4334921,0,0,0,0,0,0,3605821.212273308,0,0,0,0,0,0,0,0,0,
795,794.5778503417969,7.240236400000001,0,0,0,0,0,0,4793054.682557571,5538109.185740043,0,0,0,0,0,0,0,0,
796,430.2436828613281,1.7289595,0,0,0,0,0,0,5869477.724168233,0,0,0,0,0,0,0,0,0,
797,532.3482666015625,4.5233988,0,0,0,0,0,0,3277354.9865434333,0,0,0,0,0,0,0,0,0,
798,209.1173095703125,1.615255,0,0,0,0,0,0,3621899.380720605,0,0,0,0,0,0,0,0,0,
799,365.0868835449219,1.8322932,0,0,0,0,0,0,6400514.018434763,0,0,0,0,0,0,0,0,0,
800,429.3728485107422,7.17370095,0,0,0,0,0,0,3480064.3977348674,2476034.0336341094,0,0,0,0,0,0,0,0,
801,222.01964823404947,0.40417725000000004,0,0,0,0,0,0,1.2101433903653005E7,4090956.7333839484,0,0,0,0,3528482.722651679,0,0,0,
802,401.28399658203125,5.263140533333334,0,0,0,0,0,0,2570177.5455337423,2132700.424540668,0,0,0,0,0,0,2723266.628721894,0,
803,209.15365409851074,1.728508125,0,0,0,0,0,0,5604421.1686169915,3168351.5787132145,0,0,0,0,7584100.88830913,0,8797072.712520428,0,
804,153.12738800048828,2.3356916,0,0,0,0,0,0,2606387.6779184015,0,0,0,0,0,0,0,0,0,
805,203.17955017089844,2.876296,0,0,0,0,0,0,2415589.974061976,0,0,0,0,0,0,0,0,0,
806,264.8443298339844,0.3616204,0,0,0,0,0,0,3183918.416179032,0,0,0,0,0,0,0,0,0,
807,489.35760498046875,2.8232632,0,0,0,0,0,0,2055386.2052785065,0,0,0,0,0,0,0,0,0,
808,405.2636413574219,4.2166536,0,0,0,0,0,0,1906718.361321356,0,0,0,0,0,0,0,0,0,
809,455.3518981933594,4.9608424,0,0,0,0,0,0,1615589.5109554722,0,0,0,0,0,0,0,0,0,
810,187.13294982910156,1.5097944,0,0,0,0,0,0,2359508.395168861,0,0,0,0,0,0,0,0,0,
811,445.36757405598956,7.706972433333334,0,0,0,0,0,0,2524615.198378746,2525146.7094407068,0,0,0,0,0,8846428.54193844,0,0,
813,207.1380500793457,1.63051915,0,0,0,0,0,0,2559823.4718993837,0,0,0,2122881.566369445,0,0,0,0,0,
814,280.8182067871094,0.3616204,0,0,0,0,0,0,2144422.0704510193,0,0,0,0,0,0,0,0,0,
815,203.17955017089844,3.0725716,0,0,0,0,0,0,1598197.3708285333,0,0,0,0,0,0,0,0,0,
816,191.0316619873047,0.39724698,0,0,0,0,0,0,4967543.230864734,0,0,0,0,0,0,0,0,0,
817,433.31020100911456,6.041092466666666,0,0,0,0,0,0,1722628.1777249083,1270442.2511549876,0,0,0,0,0,1282595.3627696217,0,0,
818,353.26869201660156,4.178041950000001,0,0,0,0,0,0,1001942.4132306684,0,0,0,0,0,0,926763.7189893784,0,0,
820,262.758056640625,0.39724698,0,0,0,0,0,0,2910274.3920463314,0,0,0,0,0,0,0,0,0,
823,186.82823181152344,0.39724698,0,0,0,0,0,0,2872710.9941228437,0,0,0,0,0,0,0,0,0,
825,278.98779296875,0.46076472,0,0,0,0,0,0,3123966.542189016,0,0,0,0,0,0,0,0,0,
827,175.05763244628906,0.39724698,0,0,0,0,0,0,4465414.501477877,0,0,0,0,0,0,0,0,0,
833,599.4096221923828,4.12408365,0,0,0,0,0,0,789548.3406133216,1017552.9694944235,0,0,0,0,0,450337.69964821724,1247317.0687877764,0,
834,778.5397338867188,6.8210128,0,0,0,0,0,0,3637988.305761659,0,0,0,0,0,0,0,0,0,
835,796.59326171875,7.5528585,0,0,0,0,0,0,1548723.978314827,2187545.969642274,0,0,0,0,0,0,0,0,
837,758.569091796875,6.0718413,0,0,0,0,0,0,4190578.5170005537,0,0,0,0,0,0,0,0,0,
839,268.94600677490234,0.44951248,0,0,0,0,0,0,1410354.3730622432,3098538.1718129055,2644521.186865398,0,0,0,0,1667876.9095311093,0,0,
841,219.1744384765625,3.9542194,0,0,0,0,0,0,559691.336237628,0,0,0,0,0,0,538591.6042823422,0,0,
842,782.5683898925781,6.0718413,0,0,0,0,0,0,1033247.2378751232,0,0,0,0,0,0,0,0,0,
843,930.8481140136719,6.470682,0,0,0,0,0,0,4319218.398821326,0,0,1051732.5404585665,0,0,0,0,0,0,
845,349.2736358642578,5.0563489,0,0,0,0,0,0,765490.1448230568,0,0,0,0,0,0,0,0,0,
848,930.8480834960938,6.7163603,0,0,0,0,0,0,1381127.313497256,0,0,0,0,0,0,0,0,0,
849,236.07656860351562,1.0191189,0,0,0,0,0,0,1973882.085952172,0,0,0,0,0,0,0,0,0,
850,175.11901092529297,0.4828390533333333,0,0,0,0,0,0,1294503.8144635868,0,0,0,0,0,5317823.999931065,0,1892436.29632245,0,
852,167.12916819254556,6.823891133333333,0,0,0,0,0,0,1669859.1784194293,0,0,0,0,0,0,3836351.4127744758,0,2204297.576159433,
853,150.10269165039062,7.3435316,0,0,0,0,0,0,1440470.7959416746,0,0,0,0,0,0,0,0,0,
854,190.10884602864584,7.9120314333333335,0,0,0,0,0,0,1980664.1246607178,3009089.415924464,0,0,0,2695357.9882916287,1343524.9306607791,2488700.6737996805,2660925.6081630117,0,
855,112.89604949951172,0.91143892,0,0,0,0,0,0,1764048.8074296268,0,0,0,0,0,0,0,0,0,
856,457.2068786621094,2.282161,0,0,0,0,0,0,0,1.2612349312612493E7,0,0,0,0,0,0,0,0,
857,240.26866149902344,3.6851847,0,0,0,0,0,0,0,1.6040541190924976E7,0,0,0,0,0,0,0,0,
858,209.1536661783854,1.6027445,0,0,0,0,0,0,0,6199046.294553479,0,0,0,0,2413765.7883421835,0,1.2979483976965792E7,0,
859,109.10154151916504,1.68529365,0,0,0,0,0,0,0,6425515.435225676,1279722.0408945107,0,0,0,0,0,0,0,
860,153.12741088867188,1.460476,0,0,0,0,0,0,0,1.1984944816170186E7,0,0,0,0,0,0,0,0,
861,333.2424621582031,5.6842764,0,0,0,0,0,0,0,2413322.8312437427,0,0,0,0,0,0,0,0,
862,135.1168975830078,1.9788762,0,0,0,0,0,0,0,4691650.624602174,0,0,0,0,0,0,0,0,
863,363.1052551269531,1.3151115,0,0,0,0,0,0,0,2039586.5410966857,0,0,0,0,0,0,0,0,
864,265.01568603515625,0.33394362,0,0,0,0,0,0,0,2622369.748900518,0,0,0,0,0,0,0,0,
865,342.1759338378906,1.3151115,0,0,0,0,0,0,0,1822217.9374010605,0,0,0,0,0,0,0,0,
866,168.02529907226562,0.409205,0,0,0,0,0,0,0,6730210.287990996,0,0,0,0,0,0,0,0,
867,366.1759338378906,2.6401951,0,0,0,0,0,0,0,1150471.7572161702,0,0,0,0,0,0,0,0,
868,314.7986755371094,0.39982182,0,0,0,0,0,0,0,2792255.2880842043,0,0,0,0,0,0,0,0,
870,130.09762573242188,0.48443502,0,0,0,0,0,0,0,7471980.694241297,0,0,0,0,0,0,0,0,
871,261.1445617675781,1.2308983,0,0,0,0,0,0,0,1823913.4809864403,0,0,0,0,0,0,0,0,
872,135.11691284179688,2.1722981,0,0,0,0,0,0,0,1789244.132903819,0,0,0,0,0,0,0,0,
883,175.1190299987793,0.6537364050000001,0,0,0,0,0,0,0,2712342.281276118,0,0,0,0,2090541.4946954714,0,0,0,
884,349.0896911621094,0.8648083,0,0,0,0,0,0,0,1183673.7289081784,0,0,0,0,0,0,0,0,
885,169.12237548828125,1.070057,0,0,0,0,0,0,0,837597.4324049986,0,0,0,0,0,0,0,0,
887,391.2843017578125,3.7091905,0,0,0,0,0,0,0,705045.9435944069,0,0,0,0,0,0,0,0,
889,303.0840759277344,0.59109594,0,0,0,0,0,0,0,883186.4414138633,0,0,0,0,0,0,0,0,
890,391.2843017578125,3.52925915,0,0,0,0,0,0,0,659401.7974710921,0,2070158.2756296452,0,0,0,0,0,0,
891,391.2843017578125,4.08646405,0,0,0,0,0,0,0,966604.2686561118,967700.4230895872,0,599556.99440101,768357.2498479729,0,0,0,0,
893,167.12916564941406,7.137556099999999,0,0,0,0,0,0,0,937860.2621893081,0,0,1585717.4529034584,0,0,0,0,0,
894,118.08649826049805,6.31283295,0,0,0,0,0,0,0,540086.6138956908,0,0,0,0,0,0,3917782.44555151,0,
895,606.284912109375,6.3407979,0,0,0,0,0,0,0,0,2952200.7502606856,0,0,0,0,0,0,0,
896,420.2228698730469,3.0770513,0,0,0,0,0,0,0,0,3.139384290947349E7,0,0,0,0,0,0,0,
897,418.207275390625,3.3092559,0,0,0,0,0,0,0,0,9730463.433904996,0,0,0,0,0,0,0,
898,422.2386169433594,3.3441139,0,0,0,0,0,0,0,0,7773329.622336948,0,0,0,0,0,0,0,
899,221.19003295898438,2.6416644,0,0,0,0,0,0,0,0,8110345.891466248,0,0,0,0,0,0,0,
900,637.14013671875,2.2456665,0,0,0,0,0,0,0,0,8998701.293768119,0,0,0,0,0,0,0,
901,425.17822265625,3.0770513,0,0,0,0,0,0,0,0,7400716.376796356,0,0,0,0,0,0,0,
902,221.1901092529297,3.3866594,0,0,0,0,0,0,0,0,3298715.7451385213,0,0,0,0,0,0,0,
903,437.3415222167969,2.8621234,0,0,0,0,0,0,0,0,3908801.974891725,0,0,0,0,0,0,0,
904,203.17950439453125,2.6416644,0,0,0,0,0,0,0,0,3740474.548694493,0,0,0,0,0,0,0,
905,394.20721435546875,2.755573,0,0,0,0,0,0,0,0,3154495.9801816083,0,0,0,0,0,0,0,
906,629.2738037109375,6.33986935,0,0,0,0,0,0,0,0,3934407.825421867,0,0,0,4450080.520289148,0,0,0,
907,233.11727905273438,5.1802081,0,0,0,0,0,0,0,0,2785870.7791211326,0,0,0,0,0,0,0,
908,436.2178955078125,3.0504998,0,0,0,0,0,0,0,0,2520409.982795964,0,0,0,0,0,0,0,
909,402.34910583496094,7.26923635,0,0,0,0,0,0,0,0,4730471.838077434,0,0,0,0,9115294.210583623,0,0,
910,455.2253723144531,2.1010146,0,0,0,0,0,0,0,0,2845458.4654936874,0,0,0,0,0,0,0,
911,515.370849609375,5.1802081,0,0,0,0,0,0,0,0,2295574.7372963456,0,0,0,0,0,0,0,
912,643.2529602050781,5.7787442,0,0,0,0,0,0,0,0,2746518.349442915,0,0,0,0,0,0,0,
914,420.222900390625,3.5999662,0,0,0,0,0,0,0,0,1366195.8655788836,0,0,0,0,0,0,0,
915,109.1015396118164,1.5208779,0,0,0,0,0,0,0,0,2201618.715382972,0,0,0,0,0,0,0,
916,175.14815521240234,2.1347187,0,0,0,0,0,0,0,0,2160191.096398874,0,0,0,0,0,6877300.350638764,0,
918,201.0356903076172,0.3535894166666667,0,0,0,0,0,0,0,0,2470996.971268528,0,0,0,5496488.944138668,4028711.3575334055,0,0,
920,103.05463409423828,0.7520726425,0,0,0,0,0,0,0,0,3819080.7401882424,0,0,0,4060802.1720024487,4335876.646211043,1419025.0585140188,0,
922,132.10203552246094,1.007836,0,0,0,0,0,0,0,0,5080939.534179009,0,0,0,0,0,0,0,
925,637.1399536132812,2.3932601,0,0,0,0,0,0,0,0,977936.6877357167,0,0,0,0,0,0,0,
926,205.09727478027344,1.2836025,0,0,0,0,0,0,0,0,648308.5136182474,0,0,0,0,0,0,0,
928,391.2843017578125,4.4689646,0,0,0,0,0,0,0,0,694755.539855157,857707.4455488571,0,0,0,0,0,0,
929,431.3525085449219,7.0759256,0,0,0,0,0,0,0,0,0,1.0816531631767249E8,0,0,0,0,0,0,
930,137.05979919433594,0.53157003,0,0,0,0,0,0,0,0,0,4.283160600787909E8,0,0,0,0,0,0,
931,501.32342020670575,3.4172321,0,0,0,0,0,0,0,0,0,2.9564114054205913E7,1.6569141065454157E7,2.7072278815734573E7,0,0,0,0,
932,447.3471984863281,6.918937566666667,0,0,0,0,0,0,0,0,0,2.6043504847805038E7,2.9980658329168003E7,3227327.6611558413,0,0,0,0,
933,355.0791320800781,0.56028003,0,0,0,0,0,0,0,0,0,7.90277323605665E7,0,0,0,0,0,0,
934,473.33006286621094,3.4261165,0,0,0,0,0,0,0,0,0,1.797934134771455E7,0,1.6262129218647733E7,0,0,0,0,
935,519.332275390625,3.40215745,0,0,0,0,0,0,0,0,0,1.7873677961017184E7,0,1.6865080672982555E7,0,0,0,0,
936,455.31629943847656,3.40215745,0,0,0,0,0,0,0,0,0,1.7889690971688528E7,0,1.6698334775333831E7,0,0,0,0,
937,362.18096923828125,0.53157003,0,0,0,0,0,0,0,0,0,5.0868134764385015E7,0,0,0,0,0,0,
938,447.09234619140625,2.1113785,0,0,0,0,0,0,0,0,0,4982044.074036383,0,0,0,0,0,0,
939,1037.6593017578125,3.4032102,0,0,0,0,0,0,0,0,0,8162694.671794801,0,0,0,0,0,0,
940,477.1031494140625,2.4100718,0,0,0,0,0,0,0,0,0,6110075.248787651,0,0,0,0,0,0,
941,461.36266072591144,5.346174033333334,0,0,0,0,0,0,0,0,0,1.0656785301681437E7,5.222402705229905E7,7139795.891775353,0,0,0,0,
942,317.1231689453125,0.53157003,0,0,0,0,0,0,0,0,0,2.1865965343520377E7,0,0,0,0,0,0,
943,454.2071838378906,0.53157003,0,0,0,0,0,0,0,0,0,1.4856392478512203E7,0,0,0,0,0,0,
944,339.1051330566406,0.56028003,0,0,0,0,0,0,0,0,0,1.777290958371995E7,0,0,0,0,0,0,
945,447.34712982177734,6.686171699999999,0,0,0,0,0,0,0,0,0,4661474.5388104655,2894536.3460909366,0,0,0,0,0,
946,355.0791473388672,0.95337095,0,0,0,0,0,0,0,0,0,1.9733890226601932E7,0,1153911.5650184646,0,0,0,0,
947,492.4049072265625,6.9220071,0,0,0,0,0,0,0,0,0,4912650.0296881655,0,0,0,0,0,0,
948,109.06514739990234,0.53157003,0,0,0,0,0,0,0,0,0,1.1600118771026274E7,0,0,0,0,0,0,
949,147.0440902709961,1.39153305,0,0,0,0,0,0,0,0,0,7036137.398635122,1216580.1772156933,0,0,0,0,0,
950,623.1605834960938,1.7484175,0,0,0,0,0,0,0,0,0,4364838.424335939,0,0,0,0,0,0,
951,138.09130859375,0.527319375,0,0,0,0,0,0,0,0,0,8596853.799853388,0,2.6892178643430002E7,0,0,0,0,
952,447.3471934000651,5.613396266666666,0,0,0,0,0,0,0,0,0,1478182.556243435,1.2533233034547256E7,1883400.1646891504,0,0,0,0,
953,213.1486053466797,4.019629950000001,0,0,0,0,0,0,0,0,0,1320926.5309335256,0,0,0,1568282.9365258957,0,0,
954,155.0702362060547,0.53157003,0,0,0,0,0,0,0,0,0,4951363.123200901,0,0,0,0,0,0,
955,325.091796875,2.1821295,0,0,0,0,0,0,0,0,0,2844392.6627048315,0,0,0,0,0,0,
956,221.08074951171875,0.53157003,0,0,0,0,0,0,0,0,0,3183061.924979708,0,0,0,0,0,0,
957,447.3471374511719,5.7622419,0,0,0,0,0,0,0,0,0,842346.7883490034,0,0,0,0,0,0,
961,281.10186767578125,0.53157003,0,0,0,0,0,0,0,0,0,2962356.623422705,0,0,0,0,0,0,
962,477.1030578613281,3.0699032,0,0,0,0,0,0,0,0,0,3771887.2861295613,0,0,0,0,0,0,
964,325.09185791015625,2.7117371,0,0,0,0,0,0,0,0,0,615583.4326844095,0,525679.0445914704,0,0,0,0,
966,104.10739135742188,0.80994065,0,0,0,0,0,0,0,0,0,2135026.8945089057,0,0,0,0,0,0,
968,391.2843017578125,3.3768231,0,0,0,0,0,0,0,0,0,654491.1135884125,0,0,0,0,0,0,
969,463.0873718261719,2.4636231,0,0,0,0,0,0,0,0,0,1367094.992181194,0,0,0,0,0,0,
971,623.1974792480469,2.50732935,0,0,0,0,0,0,0,0,0,0,2.708319305942009E8,3548122.2350182813,0,0,0,0,
972,593.186767578125,2.4906445,0,0,0,0,0,0,0,0,0,0,2.4341879788535748E7,0,0,0,0,0,
973,639.1921997070312,2.1594829,0,0,0,0,0,0,0,0,0,0,2.824061619730187E7,0,0,0,0,0,
974,469.3335723876953,3.4060362,0,0,0,0,0,0,0,0,0,0,1.461094723551398E7,0,0,0,0,0,
975,609.1816711425781,2.1076774,0,0,0,0,0,0,0,0,0,0,8729652.581550762,0,0,0,0,0,
976,505.3547058105469,3.4060362,0,0,0,0,0,0,0,0,0,0,6519562.152631519,0,0,0,0,0,
977,493.13427734375,2.2376296,0,0,0,0,0,0,0,0,0,0,4519873.772302774,0,0,0,0,0,
978,487.3449401855469,3.4060362,0,0,0,0,0,0,0,0,0,0,5848669.045129798,0,0,0,0,0,
979,695.1814575195312,2.5435456,0,0,0,0,0,0,0,0,0,0,3955167.9923201213,0,0,0,0,0,
980,653.1713256835938,2.3649734,0,0,0,0,0,0,0,0,0,0,3367543.212218151,0,0,0,0,0,
981,435.12879943847656,1.8570438,0,0,0,0,0,0,0,0,0,0,2809886.0510253753,0,0,0,0,0,
982,645.1787719726562,2.519373,0,0,0,0,0,0,0,0,0,0,1.2263628382271918E7,0,0,0,0,0,
983,466.26487731933594,2.5520831,0,0,0,0,0,0,0,0,0,0,2994216.156224246,0,0,0,0,0,
985,370.20733642578125,1.318786,0,0,0,0,0,0,0,0,0,0,2925666.418142434,0,0,0,0,0,
986,372.1501159667969,0.7206493,0,0,0,0,0,0,0,0,0,0,8259690.737019877,0,0,0,0,0,
987,527.3353271484375,3.3889239,0,0,0,0,0,0,0,0,0,0,3367732.7275321996,0,0,0,0,0,
989,785.2499389648438,2.4564219,0,0,0,0,0,0,0,0,0,0,1387600.2086928692,0,0,0,0,0,
990,609.1816101074219,2.3470594,0,0,0,0,0,0,0,0,0,0,2445708.8355653384,0,0,0,0,0,
991,315.0843811035156,2.5088877,0,0,0,0,0,0,0,0,0,0,1619824.0649505109,0,0,0,0,0,
992,449.36279296875,6.7543148,0,0,0,0,0,0,0,0,0,0,2020225.0088580158,0,0,0,0,0,
993,503.337158203125,3.5234176,0,0,0,0,0,0,0,0,0,0,1233615.6052180356,0,0,0,0,0,
994,147.04408264160156,1.4901308,0,0,0,0,0,0,0,0,0,0,603077.7924884966,0,0,0,0,0,
996,298.1860656738281,0.7206493,0,0,0,0,0,0,0,0,0,0,1573560.075590316,0,0,0,0,0,
997,939.5480346679688,5.8745619,0,0,0,0,0,0,0,0,0,0,653978.3003166424,0,0,0,0,0,
998,593.1865844726562,3.0854037,0,0,0,0,0,0,0,0,0,0,2796243.2555829366,0,0,0,0,0,
1001,356.1915283203125,0.87905503,0,0,0,0,0,0,0,0,0,0,1032494.0606643939,0,0,0,0,0,
1003,698.4121704101562,2.6598872,0,0,0,0,0,0,0,0,0,0,0,2.702524563997296E7,0,0,0,0,
1004,519.33251953125,2.6598872,0,0,0,0,0,0,0,0,0,0,0,1.8808737227523938E7,0,0,0,0,
1005,501.3219909667969,2.6598872,0,0,0,0,0,0,0,0,0,0,0,2.2802272001149617E7,0,0,0,0,
1007,669.1297607421875,1.6956483,0,0,0,0,0,0,0,0,0,0,0,2524231.504700271,0,0,0,0,
1008,602.336181640625,3.3202809,0,0,0,0,0,0,0,0,0,0,0,2398393.6838574144,0,0,0,0,
1009,437.3059997558594,3.4011047,0,0,0,0,0,0,0,0,0,0,0,3938258.980998943,0,0,0,0,
1010,536.3583984375,3.4011047,0,0,0,0,0,0,0,0,0,0,0,4275675.60025153,0,0,0,0,
1011,334.149658203125,0.93103312,0,0,0,0,0,0,0,0,0,0,0,4674055.131677346,0,0,0,0,
1013,541.3173217773438,3.4285752,0,0,0,0,0,0,0,0,0,0,0,2765855.7766570235,0,0,0,0,
1015,503.33685302734375,2.9716761,0,0,0,0,0,0,0,0,0,0,0,913587.1110669412,0,0,0,0,
1016,103.05463409423828,0.524102,0,0,0,0,0,0,0,0,0,0,0,2755793.7868722,0,0,0,0,
1017,217.07073974609375,1.003636,0,0,0,0,0,0,0,0,0,0,0,945251.6148814129,0,0,0,0,
1018,113.0600471496582,1.003636,0,0,0,0,0,0,0,0,0,0,0,1094074.7923702304,0,0,0,0,
1020,438.2362976074219,2.6542366499999996,0,0,0,0,0,0,0,0,0,0,0,2085268.083096753,2.1382452669232883E7,0,0,0,
1021,438.239013671875,2.5973527,0,0,0,0,0,0,0,0,0,0,0,765433.1394063821,0,0,0,0,
1026,293.17530059814453,4.2432677000000005,0,0,0,0,0,0,0,0,0,0,0,0,2.9135999494790483E9,1795534.8029061886,0,0,
1027,223.1329803466797,3.1898798,0,0,0,0,0,0,0,0,0,0,0,0,1.7904691866931858E9,0,0,0,
1029,347.2220230102539,5.625500199999999,0,0,0,0,0,0,0,0,0,0,0,0,1.2365403138744137E9,3259261.641589147,0,0,
1030,251.12805938720703,3.94701405,0,0,0,0,0,0,0,0,0,0,0,0,8.797161065727053E8,869878.6482848402,0,0,
1031,253.1071319580078,3.2830367,0,0,0,0,0,0,0,0,0,0,0,0,6.577445350236205E8,0,0,0,
1032,291.15924072265625,5.625500199999999,0,0,0,0,0,0,0,0,0,0,0,0,5.375225049111388E8,1353538.170279384,0,0,
1033,267.1227569580078,2.9730082,0,0,0,0,0,0,0,0,0,0,0,0,6.771378195515928E8,0,0,0,
1034,319.1903381347656,5.1418867,0,0,0,0,0,0,0,0,0,0,0,0,4.615283449283564E8,0,0,0,
1035,295.1541748046875,3.7108508,0,0,0,0,0,0,0,0,0,0,0,0,2.897830050408675E8,0,0,0,
1036,265.14373779296875,3.617671,0,0,0,0,0,0,0,0,0,0,0,0,2.896003459540767E8,0,0,0,
1037,223.0963897705078,4.5085361,0,0,0,0,0,0,0,0,0,0,0,0,2.6559285719100145E8,0,0,0,
1038,309.17015075683594,3.5088352,0,0,0,0,0,0,0,0,0,0,0,0,1.8646888388752317E8,0,0,0,
1039,363.21661376953125,4.1843579,0,0,0,0,0,0,0,0,0,0,0,0,1.9590517822322577E8,0,0,0,
1040,195.0653533935547,4.035379,0,0,0,0,0,0,0,0,0,0,0,0,2.417074725505107E8,0,0,0,
1041,263.1277770996094,5.1418867,0,0,0,0,0,0,0,0,0,0,0,0,2.0297488979653475E8,0,0,0,
1042,237.11297607421875,4.2409903,0,0,0,0,0,0,0,0,0,0,0,0,2.2581119161746764E8,0,0,0,
1043,321.1696319580078,4.5646165,0,0,0,0,0,0,0,0,0,0,0,0,1.6513477919950092E8,0,0,0,
1044,239.12789916992188,2.5078947,0,0,0,0,0,0,0,0,0,0,0,0,1.4404697417072704E8,0,0,0,
1045,195.1017303466797,2.6681255,0,0,0,0,0,0,0,0,0,0,0,0,1.3549056917066953E8,0,0,0,
1046,363.21661376953125,5.0180345,0,0,0,0,0,0,0,0,0,0,0,0,2.6468563538215593E8,0,0,0,
1047,167.0703582763672,3.1898798,0,0,0,0,0,0,0,0,0,0,0,0,1.26972269431184E8,0,0,0,
1048,309.1699523925781,3.6456872,0,0,0,0,0,0,0,0,0,0,0,0,1.2310173815866226E8,0,0,0,
1049,347.2217712402344,5.3024132,0,0,0,0,0,0,0,0,0,0,0,0,1.2152068785678281E8,0,0,0,
1050,309.16986083984375,3.3796497,0,0,0,0,0,0,0,0,0,0,0,0,9.51878388515412E7,0,0,0,
1051,225.0758056640625,2.5078947,0,0,0,0,0,0,0,0,0,0,0,0,1.3065957898625468E8,0,0,0,
1052,295.15443420410156,3.600213,0,0,0,0,0,0,0,0,0,0,0,0,9.907251812575744E7,0,0,0,
1053,221.1172637939453,5.3024132,0,0,0,0,0,0,0,0,0,0,0,0,1.0687132129194714E8,0,0,0,
1054,527.212646484375,2.7743905,0,0,0,0,0,0,0,0,0,0,0,0,8.155698788432431E7,0,0,0,
1055,269.1383361816406,2.7743905,0,0,0,0,0,0,0,0,0,0,0,0,7.620660939740656E7,0,0,0,
1056,315.1575012207031,4.2409903,0,0,0,0,0,0,0,0,0,0,0,0,1.1161401592485014E8,0,0,0,
1057,345.20611572265625,5.3535293,0,0,0,0,0,0,0,0,0,0,0,0,7.935355526924743E7,0,0,0,
1058,225.1121597290039,2.9449336,0,0,0,0,0,0,0,0,0,0,0,0,7.442724170271726E7,0,0,0,
1059,311.1490173339844,3.3619666,0,0,0,0,0,0,0,0,0,0,0,0,7.416796031715615E7,0,0,0,
1060,267.1226043701172,2.2796524,0,0,0,0,0,0,0,0,0,0,0,0,7.072794686043523E7,0,0,0,
1061,401.341552734375,5.96359875,0,0,0,0,0,0,0,0,0,0,0,0,7.815806352693334E7,0,3067409.858176413,0,
1062,265.1436767578125,3.1411098,0,0,0,0,0,0,0,0,0,0,0,0,7.17406224966319E7,0,0,0,
